Magnitude,Mean,Standard Deviation,0.0 fractile,0.025 fractile,0.16 fractile,0.5 fractile,0.84 fractile,0.975 fractile,1.0 fractile
5.000001,3.490681750236583,14.60286259242102,0.0,0.0,2.1287989888885224,2.606166813772443,4.225650936749919,11.475006484740442,7526.850255233178
5.1583776,5.752637718555338,10.705006474594612,0.0,1.919245561059086,2.5648726706898097,3.942202053637682,8.869472275546146,18.754743783374206,9535.960752028239
5.3167543,4.990652947861423,5.602820481677836,0.8332540140913087,1.9600761587364004,2.542770192125403,3.845060016153421,7.428158465107544,13.478538680851463,1323.9626623954475
5.475131,3.96334962520717,3.9230990117332794,1.0611470024822751,1.8135659852093295,2.3660137711022418,3.342358392014074,5.509227859879487,9.163205101162557,1222.9469259569196
5.633508,3.3164252599021307,2.2333573869267025,0.9252651247340759,1.6444827231922636,2.1467576377996243,2.941232935635575,4.422823428093569,6.855521601041136,567.077895725676
5.791885,2.80830767223622,1.3591268366520346,0.8901876814014483,1.4870517583463405,1.9295809581061312,2.5772051130798976,3.62904465481541,5.319719988998575,147.5235184441823
5.9502616,2.4125423327308972,0.9803606028657822,0.770721058027176,1.352446441537123,1.7356107516308845,2.2688251997882602,3.0463427033123227,4.220973562708028,80.1469748234779
6.108639,2.1058841058444324,0.6812912761701595,0.7604965149837047,1.2321628305767847,1.5605376254075232,2.0102882873287786,2.616697106329828,3.502784258491578,53.06000974960941
6.2670155,1.8841305731123812,0.5500386514964516,0.6405485384428983,1.1254222460800916,1.4223600291878393,1.818657846011099,2.3240376412854973,2.9973372851088422,32.23333385939602
6.425392,1.7349770577224353,0.5594426983070927,0.6422649341379958,1.0493754612976205,1.3273835048463778,1.6832944920958144,2.1279226008678362,2.6712044382144846,41.53761456407197
6.583769,1.634882787704614,0.41187383814942524,0.6412261862944794,0.9935348788834566,1.252184264349145,1.5921096255680878,2.0092052890823573,2.5085562315634267,13.48500421124112
6.742146,1.5478885528311068,0.3632787850177838,0.647511755714518,0.9504901813442983,1.2003163472307636,1.5193676759880412,1.884962292711663,2.306320010831442,13.217433517257286
6.9005227,1.5006462538280152,0.3249225729754933,0.5423525517759242,0.9302805405424266,1.176786400767652,1.4815267303912332,1.8234512672048624,2.176557371600401,5.596817083665742
7.0588994,1.4983586447263673,0.3123870938896999,0.5756497578873153,0.9448261629401012,1.185654304262644,1.4831171417879245,1.8085953230253875,2.1415260322543404,4.415762998405459
7.2172766,1.5331682251627987,0.3092748997891206,0.49264268163669295,0.9772139560457906,1.2316468374562664,1.5245827638634788,1.8312347368163524,2.145751898016373,11.868121245778829
7.3756533,1.604230203399675,0.30661472912293597,0.5773872164439022,1.029379902027782,1.3072240173578615,1.5935696801850672,1.900995571176325,2.252768159557486,4.032324851597152
7.53403,1.6951553915153805,0.30116167743975014,0.5529961013199715,1.0852634051318764,1.4034067691561924,1.6969868776007444,1.9886623246865587,2.2961488344452166,3.050918928791637
7.6924067,1.8959690774629576,0.366827864069648,0.6333321483529315,1.1591894618452256,1.544226718532312,1.8939251457579298,2.2699501748258233,2.611000136120741,3.055540544959387
7.850784,1.9363449594318765,0.3022838251056487,0.7970223798197102,1.3228486949958682,1.6767488390247884,1.9219236438670662,2.206788240316401,2.5829178583656454,3.012746458840624
8.00916,1.9092726804501394,0.3958949735878329,0.755071145421392,0.9745780409292952,1.5184869673155337,1.913134859503875,2.3572399670199857,2.746920850967214,2.956856512317448
